photo_id,photo_url,CODE,ITEM
24476088372,https://farm2.static.flickr.com/1624/24476088372_bcebe52c63.jpg,20000,Agricultural + Semi-natural areas + Wetlands
23743569394,https://farm2.static.flickr.com/1712/23743569394_78e5de0c02.jpg,12100,"Industrial, commercial, public, military and private units"
24206031222,https://farm2.static.flickr.com/1460/24206031222_62e9527db2.jpg,12100,"Industrial, commercial, public, military and private units"
24018564360,https://farm2.static.flickr.com/1456/24018564360_ec7f2599c7.jpg,12230,Railways and associated land
24205945432,https://farm2.static.flickr.com/1482/24205945432_a66de80d21.jpg,12100,"Industrial, commercial, public, military and private units"
24287992486,https://farm2.static.flickr.com/1675/24287992486_2b1cc1330a.jpg,12100,"Industrial, commercial, public, military and private units"
23685336003,https://farm2.static.flickr.com/1496/23685336003_86e7353c8f.jpg,12100,"Industrial, commercial, public, military and private units"
24312141895,https://farm2.static.flickr.com/1486/24312141895_29b749fc8c.jpg,12100,"Industrial, commercial, public, military and private units"
23685321013,https://farm2.static.flickr.com/1628/23685321013_7eb0bfa300.jpg,12100,"Industrial, commercial, public, military and private units"
24016551780,https://farm2.static.flickr.com/1690/24016551780_54866ec2fc.jpg,12100,"Industrial, commercial, public, military and private units"
24285988406,https://farm2.static.flickr.com/1599/24285988406_4fbf15699c.jpg,12100,"Industrial, commercial, public, military and private units"
24312131985,https://farm2.static.flickr.com/1604/24312131985_a8fe8b735b.jpg,12100,"Industrial, commercial, public, military and private units"
23685308973,https://farm2.static.flickr.com/1478/23685308973_600d804dc2.jpg,12100,"Industrial, commercial, public, military and private units"
24150893732,https://farm2.static.flickr.com/1583/24150893732_4c095c783f.jpg,14100,Green urban areas
24061422856,https://farm2.static.flickr.com/1696/24061422856_875daa5b3b.jpg,12100,"Industrial, commercial, public, military and private units"
24049950465,https://farm6.static.flickr.com/5756/24049950465_b4e4c4459f.jpg,12100,"Industrial, commercial, public, military and private units"
23578711380,https://farm6.static.flickr.com/5703/23578711380_3f688f54a8.jpg,20000,Agricultural + Semi-natural areas + Wetlands
22983178865,https://farm1.static.flickr.com/767/22983178865_7d12959f0a.jpg,12100,"Industrial, commercial, public, military and private units"
22983173955,https://farm1.static.flickr.com/740/22983173955_d9b2bed4e2.jpg,12100,"Industrial, commercial, public, military and private units"
22564668258,https://farm6.static.flickr.com/5698/22564668258_dd6be32cb4.jpg,12100,"Industrial, commercial, public, military and private units"
22564422157,https://farm6.static.flickr.com/5665/22564422157_7b0139cd51.jpg,12100,"Industrial, commercial, public, military and private units"
22982782305,https://farm1.static.flickr.com/670/22982782305_f22d465c57.jpg,14100,Green urban areas
22668157630,https://farm1.static.flickr.com/651/22668157630_fcf409138e.jpg,12210,Fast transit roads and associated land
22169074833,https://farm1.static.flickr.com/720/22169074833_456dca717f.jpg,14100,Green urban areas
22083969573,https://farm1.static.flickr.com/647/22083969573_a9861ac551.jpg,12100,"Industrial, commercial, public, military and private units"
